"fasta","gene_position","start_position","end_position","rank","kegg_id","kegg_hit","peptidase_id","peptidase_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW031.metabat.11",1,3,452,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","76.92","0.25","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",82.98,11,0.928961396761556,"N/A"
"JW036.metabat.10",3,1958,3706,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]; Catalase-related immune-responsive [PF06628.14]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","GCA_019240375.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__JAFAYN01 sp019240375","80.87","0.57","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",51.09,11,0.908215414096396,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW058.metabat.5",6,4748,5728,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JW078.metabat.14",10,7860,8801,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",60.58,11,0.915279448360746,"N/A"
"JW078.metabat.14",11,7332,8882,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]; Catalase-related immune-responsive [PF06628.14]",NA,"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",60.58,11,0.915279448360746,"N/A"
"JW078.metabat.3",9,7807,9267,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]; Catalase-related immune-responsive [PF06628.14]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","GCA_003244245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__GCA-003244245 sp003244245","86.23","0.68","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003244055.1, s__GCA-003244245 sp003244055, 95.0, 85.29, 0.68; GCA_019243635.1, s__GCA-003244245 sp019243635, 95.0, 82.21, 0.61; GCA_019240665.1, s__GCA-003244245 sp019240665, 95.0, 82.07, 0.49; GCA_019244165.1, s__GCA-003244245 sp019244165, 95.0, 80.9, 0.46; GCA_019247305.1, s__GCA-003244245 sp019247305, 95.0, 80.65, 0.52; GCA_019241525.1, s__GCA-003244245 sp019241525, 95.0, 79.4, 0.49",64.77,11,0.983755988509091,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW089.metabat.2",2,1339,2388,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.31","0.53","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.66, 0.59; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.54, 0.28",64.75,11,0.974045308186307,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW098.metabat.4",1,2,1051,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.42","0.57","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.78, 0.72; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.95, 0.32",49.82,11,0.972782213380297,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW114.metabat.7",4,1362,2279,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","GCA_016870325.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__VGBV01 sp016870325","78.92","0.46","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",44.4,11,0.884263142788267,"N/A"
"JW116.metabat.4",1,96,1145,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.3","0.56","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.69, 0.57; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.45, 0.28",56.77,11,0.974204193113672,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW119.maxbin.001",4,2896,3945,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.54","0.58","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.72, 0.69; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.35, 0.33",55.94,11,0.974371730894083,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW119.metabat.1",5,2671,3588,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","GCA_016870325.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__VGBV01 sp016870325","78.75","0.51","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VGBV01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",36.02,11,0.881764874421767,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW123.maxbin.005_sub",3,2122,3102,"C","K03781","catalase [EC:1.11.1.6]",NA,NA,NA,"Catalase [PF00199.21]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__","ANI","classification based on placement in class-level tree","GCA_016185205.1, s__Pseudolabrys sp016185205, 95.0, 78.13, 0.26; GCA_016201085.1, s__Pseudolabrys sp016201085, 95.0, 78.03, 0.19; GCA_009694265.1, s__Pseudolabrys sp009694265, 95.0, 78.0, 0.17; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 77.96, 0.22; GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 77.72, 0.23; GCA_018240595.1, s__Pseudolabrys sp018240595, 95.0, 77.59, 0.17; GCA_903878085.1, s__Pseudolabrys sp903878085, 95.0, 77.5, 0.24; GCA_017849615.1, s__Pseudolabrys sp017849615, 95.0, 77.48, 0.16; GCA_903885555.1, s__Pseudolabrys sp903885555, 95.0, 77.4, 0.2; GCA_903839845.1, s__Pseudolabrys sp903839845, 95.0, 77.37, 0.2; GCF_003367395.1, s__Pseudolabrys taiwanensis, 95.0, 77.34, 0.2; GCF_003367195.1, s__Pseudolabrys sp003367195, 95.0, 77.29, 0.15; GCF_005153485.1, s__Pseudolabrys sp005153485, 95.0, 77.25, 0.16; GCA_019246455.1, s__Pseudolabrys sp019246455, 95.0, 77.07, 0.09; GCA_001464835.1, s__Pseudolabrys sp001464835, 95.0, 77.07, 0.17; GCA_018242205.1, s__Pseudolabrys sp018242205, 95.0, 77.04, 0.16; GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 77.02, 0.16; GCA_016124795.1, s__Pseudolabrys sp016124795, 95.0, 77.02, 0.19; GCA_903929045.1, s__Pseudolabrys sp903929045, 95.0, 76.97, 0.18; GCA_019247925.1, s__Pseudolabrys sp019247925, 95.0, 76.97, 0.12; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 76.64, 0.14; GCA_903891395.1, s__Pseudolabrys sp903891395, 95.0, 76.58, 0.12; GCA_903892675.1, s__Pseudolabrys sp903892675, 95.0, 76.46, 0.17",39.5,11,0.980667258672717,"N/A"
"JW123.maxbin.005_sub",2,772,2907,"C","K03781","catalase [EC:1.11.1.6]","MER0196957","MER0196957 - family C56 non-peptidase homologues (Spirosoma linguale) [C56.UNW]#C56#{peptidase unit: 562-674}~source ADB40328~",67,"Catalase [PF00199.21]; C-terminal domain found in long catalases [PF18011.3]; Catalase-related immune-responsive [PF06628.14]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__","ANI","classification based on placement in class-level tree","GCA_016185205.1, s__Pseudolabrys sp016185205, 95.0, 78.13, 0.26; GCA_016201085.1, s__Pseudolabrys sp016201085, 95.0, 78.03, 0.19; GCA_009694265.1, s__Pseudolabrys sp009694265, 95.0, 78.0, 0.17; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 77.96, 0.22; GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 77.72, 0.23; GCA_018240595.1, s__Pseudolabrys sp018240595, 95.0, 77.59, 0.17; GCA_903878085.1, s__Pseudolabrys sp903878085, 95.0, 77.5, 0.24; GCA_017849615.1, s__Pseudolabrys sp017849615, 95.0, 77.48, 0.16; GCA_903885555.1, s__Pseudolabrys sp903885555, 95.0, 77.4, 0.2; GCA_903839845.1, s__Pseudolabrys sp903839845, 95.0, 77.37, 0.2; GCF_003367395.1, s__Pseudolabrys taiwanensis, 95.0, 77.34, 0.2; GCF_003367195.1, s__Pseudolabrys sp003367195, 95.0, 77.29, 0.15; GCF_005153485.1, s__Pseudolabrys sp005153485, 95.0, 77.25, 0.16; GCA_019246455.1, s__Pseudolabrys sp019246455, 95.0, 77.07, 0.09; GCA_001464835.1, s__Pseudolabrys sp001464835, 95.0, 77.07, 0.17; GCA_018242205.1, s__Pseudolabrys sp018242205, 95.0, 77.04, 0.16; GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 77.02, 0.16; GCA_016124795.1, s__Pseudolabrys sp016124795, 95.0, 77.02, 0.19; GCA_903929045.1, s__Pseudolabrys sp903929045, 95.0, 76.97, 0.18; GCA_019247925.1, s__Pseudolabrys sp019247925, 95.0, 76.97, 0.12; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 76.64, 0.14; GCA_903891395.1, s__Pseudolabrys sp903891395, 95.0, 76.58, 0.12; GCA_903892675.1, s__Pseudolabrys sp903892675, 95.0, 76.46, 0.17",39.5,11,0.980667258672717,"N/A"
