"fasta","gene_position","start_position","end_position","strandedness","rank","kegg_id","kegg_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW025.metabat.2",5,4877,6340,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF01266.26]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.72","0.75","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 84.04, 0.58; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.74, 0.56; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.65, 0.46; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.25, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.09, 0.27; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.03, 0.32; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.86, 0.32; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.72, 0.23; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.78, 0.14",82.84,11,0.983825032292485,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW026.metabat.4",5,6153,7616,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF01266.26]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.55","0.76","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 83.97, 0.6; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.83, 0.57; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.38, 0.44; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.23, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.12, 0.27; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.07, 0.32; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.94, 0.31; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.6, 0.23; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.66, 0.14",82.66,11,0.983718422076776,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW027.maxbin.001",35,35884,37347,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF01266.26]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.65","0.8","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 84.19, 0.55; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.94, 0.58; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.52, 0.47; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.04, 0.42; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.36; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.98, 0.29; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.86, 0.33; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.61, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.84, 0.14",69.88,11,0.983638795842695,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW029.maxbin.001",2,1919,3346,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","GCA_004563715.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__SIRX01 sp004563715","78.82","0.39","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",78.12,11,0.916600767716388,"N/A"
"JW031.metabat.21",11,8967,10439,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; HI0933-like protein [PF03486.16]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF01266.26]; Flavin containing amine oxidoreductase [PF01593.26]; Lycopene cyclase protein [PF05834.14]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",66.78,11,0.719393365797101,"N/A"
"JW032.metabat.2",2,259,1686,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; FAD binding domain [PF01494.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 80.27, 0.45; GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 80.03, 0.53; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 79.78, 0.44; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 79.52, 0.48; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 78.93, 0.45; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.6, 0.35; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.58, 0.34; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.53, 0.41; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.45, 0.36; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.39, 0.36",58.62,11,0.932895904958098,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW040.metabat.1",1,214,1659,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Glucose dehydrogenase C-terminus [PF16912.7]; HI0933-like protein [PF03486.16]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CADCTG01;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CADCTG01;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",38.98,11,0.963415921503586,"N/A"
"JW048.metabat.1",2,323,1753,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 87.14, 0.81; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 86.53, 0.59; GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 82.33, 0.68; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 80.4, 0.5; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.61, 0.43; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 78.58, 0.55; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.42, 0.53; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.41, 0.42; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.39, 0.44; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.25, 0.32",55.32,11,0.960048056904166,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW076.maxbin.003",1,2,1204,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",64.06,11,0.865371109586399,"N/A"
"JW076.metabat.4",2,1597,3063,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; HI0933-like protein [PF03486.16]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__","GCA_009377795.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__WHTJ01;s__WHTJ01 sp009377795","78.22","0.36","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",35.29,11,0.84124968171682,"N/A"
"JW078.metabat.14",3,2198,3619,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; FAD binding domain [PF01494.21]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Lycopene cyclase protein [PF05834.14]; Thi4 family [PF01946.19]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]; Flavin containing amine oxidoreductase [PF01593.26]",NA,"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",60.58,11,0.915279448360746,"N/A"
"JW078.metabat.24",10,7438,8895,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; FAD dependent oxidoreductase [PF12831.9]; FAD binding domain [PF00890.26]; 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.20]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__","GCA_004297935.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__SCRE01 sp004297935","78.26","0.35","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SCRE01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",64.83,11,0.948910876719202,"N/A"
"JW078.metabat.3",9,9995,11446,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Flavin containing amine oxidoreductase [PF01593.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","GCA_003244245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__GCA-003244245 sp003244245","86.23","0.68","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003244055.1, s__GCA-003244245 sp003244055, 95.0, 85.29, 0.68; GCA_019243635.1, s__GCA-003244245 sp019243635, 95.0, 82.21, 0.61; GCA_019240665.1, s__GCA-003244245 sp019240665, 95.0, 82.07, 0.49; GCA_019244165.1, s__GCA-003244245 sp019244165, 95.0, 80.9, 0.46; GCA_019247305.1, s__GCA-003244245 sp019247305, 95.0, 80.65, 0.52; GCA_019241525.1, s__GCA-003244245 sp019241525, 95.0, 79.4, 0.49",64.77,11,0.983755988509091,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW089.metabat.2",2,559,1974,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD binding domain [PF00890.26]; Flavin-binding monooxygenase-like [PF00743.21]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.31","0.53","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.66, 0.59; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.54, 0.28",64.75,11,0.974045308186307,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW115.metabat.6",2,2011,3426,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.25","0.54","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.75, 0.57; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.49, 0.28",53.44,11,0.972841618214976,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW121.metabat.3",2,828,2336,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]",NA,"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","GCA_017883315.1","95.0","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__JADGNW01 sp017883315","75.95","0.08","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",83.2,11,0.864137218073235,"N/A"
"JW127.metabat.7",1,171,1586,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","GCA_005883115.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__VAZQ01 sp005883115","81.82","0.59","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_019237215.1, s__VAZQ01 sp019237215, 95.0, 82.64, 0.69; GCA_009377695.1, s__VAZQ01 sp009377695, 95.0, 77.14, 0.31",48.95,11,0.971737386666403,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW129.metabat.8",1,1,1305,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.25]; Thi4 family [PF01946.19]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]; FAD binding domain [PF00890.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",33.8,11,0.888184171430115,"N/A"
